episode,density,ep_reward,ep_steps,captured,mean_reward_50,eval_capture_pct,elapsed_s
1,0.1,-9.9131,935,1,-9.9131,0.0,0.7
2,0.0,-2.3571,2000,0,-6.1351,0.0,1.1
3,0.0,19.1719,875,1,2.3005,0.0,1.3
4,0.1,-21.4454,2000,0,-3.636,0.0,2.7
5,0.05,9.8176,753,1,-0.9452,0.0,3.0
6,0.0,17.8367,1868,1,2.1851,0.0,3.4
7,0.0,19.2797,739,1,4.6272,0.0,3.6
8,0.0,19.3537,693,1,6.468,0.0,3.7
9,0.1,7.2841,804,1,6.5587,0.0,4.3
10,0.0,19.1597,887,1,7.8188,0.0,4.5
11,0.1,-20.5197,2000,0,5.2426,0.0,5.9
12,0.1,-19.3681,2000,0,3.1917,0.0,7.3
13,0.1,-19.6139,1318,1,1.4374,0.0,8.2
14,0.0,-1.9837,2000,0,1.193,0.0,8.6
15,0.1,17.9974,318,1,2.3133,0.0,8.9
16,0.05,11.9544,359,1,2.9159,0.0,9.0
17,0.0,19.7857,261,1,3.9082,0.0,9.1
18,0.0,18.5937,1453,1,4.7241,0.0,9.4
19,0.0,19.6547,392,1,5.5099,0.0,9.4
20,0.0,19.5687,478,1,6.2129,0.0,9.5
21,0.0,19.5307,516,1,6.847,0.0,9.6
22,0.1,-108.9175,2000,0,1.585,0.0,10.9
23,0.1,8.8267,364,1,1.8999,0.0,11.1
24,0.0,19.4518,595,1,2.6312,0.0,11.2
25,0.1,-23.9634,2000,0,1.5674,0.0,12.4
26,0.0,19.6798,367,1,2.264,0.0,12.5
27,0.1,-3.1611,1122,1,2.0631,0.0,13.2
28,0.1,-48.038,1711,1,0.2738,0.0,14.4
29,0.1,-6.3668,852,1,0.0448,0.0,14.9
30,0.1,-87.3349,2000,0,-2.8679,0.0,16.3
31,0.05,-26.4016,1749,1,-3.627,0.0,17.0
32,0.0,-1.9775,2000,0,-3.5755,0.0,17.4
33,0.05,-1.435,1087,1,-3.5106,0.0,17.9
34,0.1,-21.7483,2000,0,-4.047,0.0,19.1
35,0.05,12.9255,582,1,-3.5621,0.0,19.3
36,0.0,19.7887,258,1,-2.9134,0.0,19.4
37,0.0,19.6968,350,1,-2.3023,0.0,19.5
38,0.1,-109.3046,2000,0,-5.1182,0.0,20.8
39,0.05,-59.3804,1453,1,-6.5095,0.0,21.5
40,0.05,17.1598,1253,1,-5.9178,0.0,22.1
41,0.05,2.2039,1223,1,-5.7197,0.0,22.7
42,0.0,19.5407,506,1,-5.1183,0.0,22.8
43,0.0,19.5607,486,1,-4.5443,0.0,22.9
44,0.05,7.4413,856,1,-4.2719,0.0,23.3
45,0.0,18.9955,1022,1,-3.7549,0.0,23.5
46,0.0,18.6668,1380,1,-3.2675,0.0,23.7
47,0.05,14.0682,899,1,-2.8986,0.0,24.1
48,0.0,17.8353,1607,1,-2.4667,0.0,24.5
49,0.05,14.2599,493,1,-2.1253,0.0,24.7
50,0.05,-27.9549,2000,0,-2.6419,0.0,25.5
51,0.1,0.0601,952,1,-2.4424,0.0,26.1
52,0.05,15.6633,638,1,-2.082,0.0,26.4
53,0.0,19.1828,864,1,-2.0818,0.0,26.6
54,0.1,9.2896,1661,1,-1.4671,0.0,27.6
55,0.05,-21.3508,2000,0,-2.0905,0.0,28.5
56,0.1,18.2515,647,1,-2.0822,0.0,28.9
57,0.0,18.3706,1022,1,-2.1004,0.0,29.1
58,0.05,4.7346,486,1,-2.3927,0.0,29.4
59,0.0,19.6798,367,1,-2.1448,0.0,29.4
60,0.1,-22.5836,1567,1,-2.9797,0.0,30.5
61,0.05,17.0181,636,1,-2.2289,0.0,30.8
62,0.1,-2.5704,1039,1,-1.893,0.0,31.4
63,0.1,-0.0354,1835,1,-1.5014,0.0,32.8
64,0.05,19.4656,450,1,-1.0724,0.0,33.0
65,0.1,-3.7807,1034,1,-1.508,0.0,33.7
66,0.0,19.6848,362,1,-1.3534,0.0,33.8
67,0.1,-94.0512,1846,1,-3.6301,0.0,35.0
68,0.0,18.6718,1375,1,-3.6286,0.0,35.2
69,0.0,19.4257,621,1,-3.6331,0.0,35.4
70,0.1,-7.3443,1887,1,-4.1714,0.0,36.6
71,0.0,18.5597,1487,1,-4.1908,0.0,36.9
72,0.05,-4.8087,1053,1,-2.1086,0.0,37.4
73,0.0,19.1387,908,1,-1.9024,0.0,37.5
74,0.0,-2.1497,2000,0,-2.3344,0.0,38.0
75,0.0,19.6647,382,1,-1.4619,0.0,38.0
76,0.05,14.1497,589,1,-1.5725,0.0,38.3
77,0.05,4.3983,1494,1,-1.4213,0.0,38.9
78,0.05,1.3466,1888,1,-0.4336,0.0,39.7
79,0.1,-102.6667,2000,0,-2.3596,0.0,41.1
80,0.05,5.9207,1790,1,-0.4945,0.0,41.9
81,0.0,19.4987,548,1,0.4235,0.0,42.0
82,0.05,15.2965,860,1,0.769,0.0,42.3
83,0.05,10.3939,493,1,1.0056,0.0,42.6
84,0.0,19.6858,361,1,1.8343,0.0,42.6
85,0.1,15.1062,265,1,1.8779,0.0,42.8
86,0.05,-3.897,971,1,1.4042,0.0,43.3
87,0.1,-29.0944,1292,1,0.4283,0.0,44.2
88,0.1,-14.3535,1336,1,2.3274,0.0,45.0
89,0.1,16.4204,946,1,3.8434,0.0,45.7
90,0.0,19.4308,616,1,3.8888,0.0,45.8
91,0.1,-33.0487,1396,1,3.1837,0.0,46.8
92,0.1,13.6992,700,1,3.0669,0.0,47.3
93,0.0,19.5917,455,1,3.0675,0.0,47.4
94,0.1,16.0602,1044,1,3.2399,0.0,48.1
95,0.1,-1.6768,1116,1,2.8265,0.0,48.9
96,0.0,19.4357,611,1,2.8418,0.0,49.0
97,0.0,19.5728,474,1,2.9519,0.0,49.1
98,0.05,10.4426,1119,1,2.8041,0.0,49.6
99,0.05,12.5673,1149,1,2.7702,0.0,50.1
100,0.05,-8.3215,1603,1,3.1629,65.0,94.5
101,0.1,-56.1079,1435,1,2.0395,65.0,95.5
102,0.1,8.1092,977,1,1.8885,65.0,96.2
103,0.1,16.6729,306,1,1.8383,65.0,96.4
104,0.0,19.1778,869,1,2.036,65.0,96.6
105,0.1,-6.7802,831,1,2.3274,65.0,97.2
106,0.05,-7.0956,2000,0,1.8205,65.0,98.1
107,0.0,19.6007,446,1,1.8451,65.0,98.2
108,0.0,19.3317,715,1,2.137,65.0,98.3
109,0.0,-2.7601,2000,0,1.6882,65.0,98.8
110,0.05,-22.8855,2000,0,1.6822,65.0,99.6
111,0.05,7.7034,520,1,1.4959,65.0,99.8
112,0.05,18.617,377,1,1.9197,65.0,100.0
113,0.0,18.6507,1396,1,2.2934,65.0,100.3
114,0.0,19.5978,449,1,2.296,65.0,100.4
115,0.1,11.1153,935,1,2.5939,65.0,101.0
116,0.1,7.2736,1011,1,2.3457,65.0,101.7
117,0.05,17.7638,1684,1,4.582,65.0,102.4
118,0.0,19.1678,879,1,4.5919,65.0,102.6
119,0.1,11.723,925,1,4.4379,65.0,103.2
120,0.05,15.0854,1221,1,4.8865,65.0,103.8
121,0.05,-7.6066,1158,1,4.3632,65.0,104.3
122,0.1,15.6741,1623,1,4.7728,65.0,105.4
123,0.05,16.359,1120,1,4.7172,65.0,106.0
124,0.0,-1.972,2000,0,4.7208,65.0,106.4
125,0.05,18.7538,1293,1,4.7026,65.0,106.9
126,0.0,19.7787,268,1,4.8151,65.0,107.0
127,0.0,18.6468,1400,1,5.1001,65.0,107.3
128,0.1,-14.6784,1332,1,4.7796,65.0,108.3
129,0.1,-10.6569,979,1,6.6198,65.0,108.9
130,0.1,-14.5517,2000,0,6.2104,65.0,110.3
131,0.05,-37.653,2000,0,5.0673,65.0,111.2
132,0.1,-118.1235,2000,0,2.3989,65.0,112.5
133,0.1,-39.4832,1228,1,1.4014,65.0,113.2
134,0.05,14.7031,799,1,1.3017,65.0,113.6
135,0.1,-61.1101,1784,1,-0.2226,65.0,114.9
136,0.05,13.9368,1931,1,0.1341,65.0,115.8
137,0.05,-0.1554,1164,1,0.7128,65.0,116.3
138,0.0,19.4427,604,1,1.3888,65.0,116.4
139,0.0,19.4857,561,1,1.4501,65.0,116.5
140,0.1,-60.6536,2000,0,-0.1516,65.0,118.0
141,0.05,-1.7593,915,1,0.4742,65.0,118.4
142,0.0,19.6587,388,1,0.5934,65.0,118.5
143,0.0,19.2797,767,1,0.5871,65.0,118.7
144,0.0,19.5237,523,1,0.6564,65.0,118.8
145,0.0,-2.8725,2000,0,0.6325,65.0,119.2
146,0.1,13.5022,1080,1,0.5138,65.0,119.9
147,0.0,19.1749,872,1,0.5059,65.0,120.1
148,0.1,5.9882,1693,1,0.4168,65.0,121.3
149,0.05,14.9384,969,1,0.4642,65.0,121.7
150,0.1,6.8256,653,1,0.7671,65.0,122.2
151,0.0,19.7798,267,1,2.2849,65.0,122.2
152,0.05,19.6737,373,1,2.5162,65.0,122.4
153,0.05,10.1975,785,1,2.3867,65.0,122.7
154,0.1,-17.6632,1235,1,1.6498,65.0,123.5
155,0.05,10.3372,544,1,1.9922,65.0,123.8
156,0.1,14.8806,488,1,2.4317,65.0,124.1
157,0.05,4.692,867,1,2.1335,65.0,124.5
158,0.1,-3.9459,2000,0,1.668,65.0,126.0
159,0.0,19.4258,621,1,2.1117,65.0,126.2
160,0.1,-14.801,745,1,2.2734,65.0,126.7
161,0.1,-72.5647,2000,0,0.668,65.0,128.1
162,0.0,19.5207,526,1,0.6861,65.0,128.2
163,0.1,10.0355,951,1,0.5138,65.0,128.8
164,0.1,-13.474,2000,0,-0.1476,65.0,130.1
165,0.05,14.7989,875,1,-0.074,65.0,130.5
166,0.1,-5.4045,1306,1,-0.3275,65.0,131.4
167,0.05,19.4081,611,1,-0.2946,65.0,131.7
168,0.0,19.3267,720,1,-0.2914,65.0,131.8
169,0.05,17.3197,1215,1,-0.1795,65.0,132.4
170,0.05,17.2267,918,1,-0.1367,65.0,132.8
171,0.0,-2.0256,2000,0,-0.0251,65.0,133.2
172,0.05,17.0531,694,1,0.0025,65.0,133.5
173,0.0,-1.9645,2000,0,-0.364,65.0,133.9
174,0.1,-33.6881,2000,0,-0.9983,65.0,135.2
175,0.1,-2.334,1493,1,-1.42,65.0,136.3
176,0.05,14.0989,1990,1,-1.5336,65.0,137.2
177,0.1,8.1993,1136,1,-1.7426,65.0,137.9
178,0.0,19.4598,587,1,-1.0598,65.0,138.0
179,0.1,14.2872,501,1,-0.5609,65.0,138.4
180,0.0,19.5148,532,1,0.1204,65.0,138.5
181,0.1,12.7953,535,1,1.1294,65.0,138.8
182,0.05,4.5058,890,1,3.5819,65.0,139.2
183,0.1,-24.9323,1204,1,3.873,65.0,140.0
184,0.1,4.2024,901,1,3.663,65.0,140.6
185,0.1,17.5551,900,1,5.2363,65.0,141.2
186,0.0,-1.965,2000,0,4.9182,65.0,141.6
187,0.0,19.5959,451,1,5.3132,65.0,141.7
188,0.05,16.1272,835,1,5.2469,65.0,142.0
189,0.0,19.4398,607,1,5.246,65.0,142.2
190,0.1,1.5743,966,1,6.4906,65.0,142.8
191,0.1,3.7882,627,1,6.6015,65.0,143.3
192,0.0,18.2037,1843,1,6.5724,65.0,143.6
193,0.1,17.8583,707,1,6.544,65.0,144.1
194,0.05,8.9829,630,1,6.3332,65.0,144.4
195,0.05,9.0418,879,1,6.5715,65.0,144.8
196,0.0,18.6637,1383,1,6.6747,65.0,145.1
197,0.0,-1.9691,2000,0,6.2518,65.0,145.5
198,0.05,13.4317,493,1,6.4007,65.0,145.7
199,0.05,7.7863,634,1,6.2576,65.0,146.0
200,0.0,19.4677,579,1,6.5105,50.0,199.3
201,0.0,-2.1966,2000,0,6.071,50.0,199.7
202,0.0,19.1697,877,1,6.0609,50.0,199.9
203,0.1,13.7359,479,1,6.1316,50.0,200.3
204,0.0,19.7768,270,1,6.8804,50.0,200.3
205,0.0,-1.9743,2000,0,6.6342,50.0,200.7
206,0.1,17.0721,442,1,6.678,50.0,201.0
207,0.05,18.7518,668,1,6.9592,50.0,201.3
208,0.0,19.0367,1010,1,7.4189,50.0,201.5
209,0.1,16.162,488,1,7.3536,50.0,201.9
210,0.0,19.1497,897,1,8.0326,50.0,202.1
211,0.0,-2.2199,2000,0,9.4395,50.0,202.5
212,0.1,8.8673,748,1,9.2265,50.0,203.0
213,0.05,8.2329,1058,1,9.1904,50.0,203.5
214,0.1,8.0226,1310,1,9.6203,50.0,204.3
215,0.0,19.3717,675,1,9.7118,50.0,204.5
216,0.05,-0.9088,1283,1,9.8017,50.0,205.0
217,0.1,0.2197,992,1,9.4179,50.0,205.7
218,0.1,-57.8428,1632,1,7.8746,50.0,206.9
219,0.05,8.1516,415,1,7.6912,50.0,207.1
220,0.0,19.1877,859,1,7.7304,50.0,207.2
221,0.1,9.7101,602,1,7.9651,50.0,207.6
222,0.1,-75.0303,2000,0,6.1235,50.0,209.0
223,0.1,2.4563,653,1,6.2119,50.0,209.5
224,0.0,19.7898,257,1,7.2814,50.0,209.5
225,0.1,0.8565,866,1,7.3452,50.0,210.2
226,0.05,-5.1707,1650,1,6.9598,50.0,210.8
227,0.05,13.344,1527,1,7.0627,50.0,211.6
228,0.1,-5.7019,1478,1,6.5595,50.0,212.6
229,0.1,5.3164,1292,1,6.3801,50.0,213.5
230,0.05,19.0015,998,1,6.3698,50.0,213.9
231,0.05,17.0795,1762,1,6.4555,50.0,214.7
232,0.1,5.5349,1257,1,6.4761,50.0,215.6
233,0.05,-5.8145,1107,1,6.8585,50.0,216.0
234,0.0,-2.4163,2000,0,6.7261,50.0,216.4
235,0.0,19.3328,714,1,6.7616,50.0,216.6
236,0.0,19.6878,359,1,7.1947,50.0,216.6
237,0.0,19.5928,454,1,7.1946,50.0,216.7
238,0.05,12.8879,1864,1,7.1298,50.0,217.5
239,0.0,19.4628,584,1,7.1303,50.0,217.6
240,0.1,-24.9191,907,1,6.6004,50.0,218.2
241,0.1,-16.2907,1251,1,6.1989,50.0,219.1
242,0.0,-1.9951,2000,0,5.7949,50.0,219.5
243,0.1,13.0837,879,1,5.6994,50.0,220.1
244,0.0,19.4408,606,1,5.9085,50.0,220.3
245,0.0,19.5597,487,1,6.1189,50.0,220.3
246,0.0,19.4447,602,1,6.1345,50.0,220.5
247,0.1,-39.3103,1961,1,5.3877,50.0,221.8
248,0.1,15.66,819,1,5.4323,50.0,222.3
249,0.0,19.5967,450,1,5.6685,50.0,222.4
250,0.0,19.4968,550,1,5.669,50.0,222.6
251,0.0,-2.2052,2000,0,5.6689,50.0,223.0
252,0.0,19.4609,586,1,5.6747,50.0,223.1
253,0.05,7.9728,843,1,5.5594,50.0,223.5
254,0.0,19.7787,268,1,5.5595,50.0,223.5
255,0.1,10.6391,522,1,5.8117,50.0,223.9
256,0.0,19.6857,361,1,5.864,50.0,223.9
257,0.05,16.4778,933,1,5.8185,50.0,224.4
258,0.1,6.2092,1124,1,5.562,50.0,225.2
259,0.05,-34.0585,2000,0,4.5576,50.0,226.0
260,0.0,18.3963,1430,1,4.5425,50.0,226.3
261,0.1,-112.9245,2000,0,2.3284,50.0,227.7
262,0.0,19.3438,703,1,2.5379,50.0,227.8
263,0.1,-21.7172,1268,1,1.9389,50.0,228.7
264,0.1,-29.102,1151,1,1.1964,50.0,229.4
265,0.1,-27.3311,1476,1,0.2624,50.0,230.5
266,0.05,-2.7049,664,1,0.2265,50.0,230.8
267,0.0,-1.9721,2000,0,0.1826,50.0,231.2
268,0.05,16.258,881,1,1.6647,50.0,231.6
269,0.05,-0.6934,648,1,1.4878,50.0,231.8
270,0.0,17.3877,1474,1,1.4518,50.0,232.1
271,0.0,19.7567,290,1,1.6527,50.0,232.2
272,0.0,19.1437,903,1,3.5362,50.0,232.4
273,0.1,-67.7718,1923,1,2.1316,50.0,233.6
274,0.05,-2.1952,1055,1,1.6919,50.0,234.1
275,0.05,19.6837,363,1,2.0684,50.0,234.2
276,0.05,5.0388,881,1,2.2726,50.0,234.6
277,0.05,-61.2806,2000,0,0.7801,50.0,235.5
278,0.05,19.1694,386,1,1.2776,50.0,235.6
279,0.1,-67.5138,2000,0,-0.179,50.0,237.0
280,0.0,19.4547,592,1,-0.17,50.0,237.1
281,0.1,13.9029,1020,1,-0.2335,50.0,237.8
282,0.1,-12.7887,1278,1,-0.6,50.0,238.6
283,0.1,11.0853,743,1,-0.262,50.0,239.1
284,0.0,18.1708,1876,1,0.1498,50.0,239.5
285,0.0,19.4357,611,1,0.1518,50.0,239.6
286,0.05,-45.9682,2000,0,-1.1613,50.0,240.4
287,0.1,-9.9837,1783,1,-1.7528,50.0,241.6
288,0.05,10.2633,741,1,-1.8053,50.0,241.9
289,0.0,19.6909,356,1,-1.8008,50.0,242.0
290,0.0,-1.9689,2000,0,-1.3418,50.0,242.4
291,0.0,-1.9924,2000,0,-1.0558,50.0,242.8
292,0.0,19.3538,693,1,-0.6288,50.0,242.9
293,0.1,-4.6987,2000,0,-0.9845,50.0,244.3
294,0.05,11.4034,1202,1,-1.1452,50.0,244.8
295,0.0,18.6428,1404,1,-1.1635,50.0,245.1
296,0.05,10.6849,1248,1,-1.3387,50.0,245.7
297,0.0,18.5928,1454,1,-0.1807,50.0,246.0
298,0.05,-32.149,2000,0,-1.1369,50.0,246.8
299,0.05,19.0854,566,1,-1.1471,50.0,247.0
300,0.0,-1.9804,2000,0,-1.5766,50.0,303.6
301,0.0,19.1317,915,1,-1.1499,50.0,303.8
302,0.05,9.5668,1294,1,-1.3478,50.0,304.4
303,0.1,-31.2144,2000,0,-2.1315,50.0,305.6
304,0.0,18.5788,1468,1,-2.1555,50.0,305.9
305,0.0,19.4528,594,1,-1.9792,50.0,306.1
306,0.1,6.26,746,1,-2.2478,50.0,306.5
307,0.1,18.6903,729,1,-2.2035,50.0,307.0
308,0.0,18.1528,1894,1,-1.9646,50.0,307.4
309,0.0,19.6017,445,1,-0.8914,50.0,307.5
310,0.0,19.1198,927,1,-0.877,50.0,307.7
311,0.0,-3.9903,2000,0,1.3017,50.0,308.1
312,0.05,13.7534,1086,1,1.1899,50.0,308.6
313,0.05,19.067,489,1,2.0056,50.0,308.8
